umbergerTotal_m0; umbergerTotal_m1; umbergerTotal_m2; umbergerTotal_m3; umbergerTotal_m4; umbergerTotal_m5 
0.00476748155489; 0.00455389068675; 0.00455350882829; 0.00452920148597; 0.00445127450858; 0.00464061344326
0.00476735475092; 0.0045539404933; 0.00455355419904; 0.00452924392074; 0.00445125385282; 0.00464062891874
0.00476722718806; 0.00455398914344; 0.00455359846834; 0.0045292867467; 0.0044512333802; 0.00464064407229
0.00476709875574; 0.00455403653418; 0.00455364153951; 0.00452933000945; 0.00445121311865; 0.00464065887207
0.00476696933722; 0.00455408255746; 0.00455368331115; 0.00452937375677; 0.00445119309768; 0.00464067328458
0.0047668388094; 0.00455412710009; 0.0045537236771; 0.0045294180387; 0.00445117334842; 0.00464068727463
0.00476670704268; 0.0045541700437; 0.00455376252642; 0.00452946290754; 0.00445115390366; 0.00464070080535
0.00476657390087; 0.00455421126471; 0.00455379974335; 0.00452950841787; 0.00445113479787; 0.00464071383815
0.00476643924102; 0.00455425063436; 0.0045538352073; 0.00452955462649; 0.00445111606723; 0.00464072633273
0.0047663029134; 0.00455428801867; 0.00455386879295; 0.0045296015925; 0.00445109774966; 0.00464073824707
0.00476616476136; 0.00455432327855; 0.00455390037021; 0.00452964937714; 0.00445107988477; 0.00464074953746
0.0047660246214; 0.00455435626986; 0.0045539298044; 0.00452969804387; 0.00445106251393; 0.00464076015852
0.00476588232311; 0.00455438684354; 0.00455395695635; 0.0045297476582; 0.00445104568023; 0.00464077006322
0.00476573768925; 0.00455441484581; 0.00455398168254; 0.00452979828765; 0.00445102942843; 0.00464077920295
0.00476559053583; 0.00455444011832; 0.00455400383533; 0.00452985000165; 0.00445101380496; 0.0046407875276
0.00476544067224; 0.00455446249845; 0.00455402326324; 0.0045299028714; 0.00445099885784; 0.0046407949856
0.00476528790144; 0.00455448181958; 0.00455403981117; 0.00452995696971; 0.00445098463666; 0.00464080152405
0.00476513202022; 0.00455449791148; 0.00455405332082; 0.00453001237085; 0.00445097119246; 0.00464080708883
0.00476497281946; 0.00455451060069; 0.00455406363105; 0.0045300691503; 0.00445095857764; 0.00464081162471
0.00476481008454; 0.00455451971099; 0.00455407057831; 0.00453012738459; 0.00445094684588; 0.00464081507553
0.00476464359576; 0.00455452506392; 0.00455407399719; 0.00453018715101; 0.00445093605195; 0.00464081738438
0.00476447312884; 0.0045545264794; 0.00455407372094; 0.00453024852731; 0.00445092625163; 0.00464081849375
0.0047642984555; 0.00455452377632; 0.00455406958212; 0.00453031159142; 0.00445091750149; 0.0046408183458
0.00476411934412; 0.00455451677329; 0.00455406141324; 0.0045303764211; 0.00445090985871; 0.00464081688255
0.00476393556051; 0.0045545052894; 0.00455404904754; 0.00453044309357; 0.00445090338088; 0.00464081404616
0.00476374686873; 0.00455448914503; 0.00455403231973; 0.00453051168513; 0.00445089812577; 0.00464080977924
0.00476355303199; 0.0045544681628; 0.00455401106689; 0.00453058227068; 0.00445089415106; 0.00464080402508
0.00476335381371; 0.00455444216849; 0.00455398512935; 0.00453065492336; 0.00445089151409; 0.00464079672805
0.00476314897858; 0.00455441099205; 0.00455395435166; 0.004530729714; 0.00445089027156; 0.00464078783388
0.00476293829378; 0.00455437446869; 0.00455391858357; 0.00453080671063; 0.0044508904792; 0.00464077729006
0.0047627215303; 0.00455433244; 0.00455387768112; 0.00453088597802; 0.0044508921915; 0.00464076504623
0.00476249846424; 0.0045542847551; 0.00455383150773; 0.00453096757708; 0.00445089546129; 0.00464075105451
0.00476226887837; 0.00455423127185; 0.00455377993532; 0.00453105156432; 0.00445090033945; 0.00464073526997
0.00476203256364; 0.00455417185809; 0.00455372284544; 0.00453113799133; 0.00445090687449; 0.00464071765103
0.00476178932079; 0.00455410639291; 0.0045536601305; 0.00453122690415; 0.00445091511222; 0.00464069815986
0.00476153896212; 0.0045540347679; 0.00455359169493; 0.00453131834277; 0.00445092509532; 0.00464067676284
0.00476128131319; 0.00455395688848; 0.00455351745636; 0.00453141234051; 0.00445093686298; 0.00464065343098
0.00476101621468; 0.0045538726751; 0.00455343734682; 0.00453150892349; 0.0044509504505; 0.00464062814031
0.00476074352424; 0.00455378206458; 0.0045533513139; 0.00453160811008; 0.0044509658889; 0.00464060087236
